"","source","value"
"1281","cgtn",1
"1282","cgtn",2
"1283","cgtn",-2
"1284","cgtn",1
"1285","cgtn",-1
"1286","cgtn",2
"1287","cgtn",2
"1288","cgtn",2
"1289","cgtn",1
"1290","cgtn",2
"1291","cgtn",2
"1292","cgtn",1
"1293","cgtn",-2
"1294","cgtn",-2
"1295","cgtn",2
"1296","cgtn",1
"1297","cgtn",2
"1298","cgtn",-1
"1299","cgtn",-2
"1300","cgtn",-2
"1301","cgtn",2
"1302","cgtn",-3
"1303","cgtn",-2
"1304","cgtn",-2
"1305","cgtn",-2
"1306","cgtn",3
"1307","cgtn",1
"1308","cgtn",1
"1309","cgtn",1
"1310","cgtn",2
"1311","cgtn",-2
"1312","cgtn",1
"1313","cgtn",1
"1314","cgtn",-2
"1315","cgtn",-2
"1316","cgtn",1
"1317","cgtn",-1
"1318","cgtn",-1
"1319","cgtn",1
"1320","cgtn",-1
"1321","cgtn",1
"1322","cgtn",1
"1323","cgtn",-2
"1324","cgtn",1
"1325","cgtn",-2
"1326","cgtn",-1
"1327","cgtn",-1
"1328","cgtn",-1
"1329","cgtn",-1
"1330","cgtn",-1
"1331","cgtn",2
"1332","cgtn",1
"1333","cgtn",-1
"1334","cgtn",1
"1335","cgtn",-1
"1336","cgtn",1
"1337","cgtn",-3
"1338","cgtn",-1
"1339","cgtn",2
"1340","cgtn",1
"1341","cgtn",-1
"1342","cgtn",-2
"1343","cgtn",-2
"1344","cgtn",-1
"1345","cgtn",1
"1346","cgtn",2
"1347","cgtn",2
"1348","cgtn",-1
"1349","cgtn",1
"1350","cgtn",2
"1351","cgtn",2
"1352","cgtn",2
"1353","cgtn",1
"1354","cgtn",2
"1355","cgtn",1
"1356","cgtn",1
"1357","cgtn",-1
"1358","cgtn",-2
"1359","cgtn",-1
"1360","cgtn",1
"1361","cgtn",-2
"1362","cgtn",2
"1363","cgtn",-2
"1364","cgtn",-1
"1365","cgtn",-2
"1366","cgtn",-1
"1367","cgtn",-1
"1368","cgtn",-2
"1369","cgtn",-3
"1370","cgtn",2
"1371","cgtn",1
"1372","cgtn",-2
"1373","cgtn",-1
"1374","cgtn",-1
"1375","cgtn",-1
"1376","cgtn",2
"1377","cgtn",1
"1378","cgtn",-2
"1379","cgtn",-2
"1380","cgtn",1
"1381","cgtn",1
"1382","cgtn",1
"1383","cgtn",-1
"1384","cgtn",-2
"1385","cgtn",-1
"1386","cgtn",1
"1387","cgtn",1
"1388","cgtn",2
"1389","cgtn",1
"1390","cgtn",-2
"1391","cgtn",-2
"1392","cgtn",1
"1393","cgtn",1
"1394","cgtn",1
"1395","cgtn",-2
"1396","cgtn",2
"1397","cgtn",-2
"1398","cgtn",-1
"1399","cgtn",-3
"1400","cgtn",-2
"1401","cgtn",-2
"1402","cgtn",-2
"1403","cgtn",-1
"1404","cgtn",-2
"1405","cgtn",-2
"1406","cgtn",-1
"1407","cgtn",1
"1408","cgtn",-2
"1409","cgtn",1
"1410","cgtn",-2
"1411","cgtn",-2
"1412","cgtn",-1
"1413","cgtn",-2
"1414","cgtn",2
"1415","cgtn",-1
"1416","cgtn",-1
"1417","cgtn",-2
"1418","cgtn",2
"1419","cgtn",-2
"1420","cgtn",1
"1421","cgtn",1
"1422","cgtn",-1
"1423","cgtn",-1
"1424","cgtn",1
"1425","cgtn",-2
"1426","cgtn",1
"1427","cgtn",1
"1428","cgtn",-2
"1429","cgtn",-2
"1430","cgtn",-2
"1431","cgtn",2
"1432","cgtn",-1
"1433","cgtn",-2
"1434","cgtn",1
"1435","cgtn",2
"1436","cgtn",-2
"1437","cgtn",-1
"1438","cgtn",-3
"1439","cgtn",-2
"1440","cgtn",-2
"1441","cgtn",-2
"1442","cgtn",-2
"1443","cgtn",-2
"1444","cgtn",1
"1445","cgtn",-1
"1446","cgtn",2
"1447","cgtn",-2
"1448","cgtn",-3
"1449","cgtn",1
"1450","cgtn",1
"1451","cgtn",1
"1452","cgtn",-1
"1453","cgtn",1
"1454","cgtn",1
"1455","cgtn",2
"1456","cgtn",2
"1457","cgtn",2
"1458","cgtn",1
"1459","cgtn",2
"1460","cgtn",1
"1461","cgtn",-2
"1462","cgtn",1
"1463","cgtn",-1
"1464","cgtn",1
"1465","cgtn",1
"1466","cgtn",-1
"1467","cgtn",-2
"1468","cgtn",-2
"1469","cgtn",-2
"1470","cgtn",-2
"1471","cgtn",-1
"1472","cgtn",-2
"1473","cgtn",-1
"1474","cgtn",-1
"1475","cgtn",-2
"1476","cgtn",-2
"1477","cgtn",1
"1478","cgtn",-1
"1479","cgtn",-2
"1480","cgtn",-1
"1481","cgtn",2
"1482","cgtn",-1
"1483","cgtn",-2
"1484","cgtn",-1
"1485","cgtn",-1
"1486","cgtn",-1
"1487","cgtn",-1
"1488","cgtn",-1
"1489","cgtn",-1
"1490","cgtn",-1
"1491","cgtn",-1
"1492","cgtn",-1
"1493","cgtn",-1
"1494","cgtn",-1
"1495","cgtn",-1
"1496","cgtn",-1
"1497","cgtn",-1
"1498","cgtn",-1
"1499","cgtn",-2
"1500","cgtn",-1
"1501","cgtn",-1
"1502","cgtn",-2
"1503","cgtn",-2
"1504","cgtn",1
"1505","cgtn",1
"1506","cgtn",1
"1507","cgtn",-1
"1508","cgtn",-2
"1509","cgtn",-2
"1510","cgtn",-2
"1511","cgtn",1
"1512","cgtn",1
"1513","cgtn",1
"1514","cgtn",1
"1515","cgtn",2
"1516","cgtn",-2
"1517","cgtn",-1
"1518","cgtn",2
"1519","cgtn",1
"1520","cgtn",-2
"1521","cgtn",-1
"1522","cgtn",-2
"1523","cgtn",-1
"1524","cgtn",-1
"1525","cgtn",-1
"1526","cgtn",1
"1527","cgtn",-2
"1528","cgtn",-1
"1529","cgtn",-2
"1530","cgtn",-3
"1531","cgtn",1
"1532","cgtn",1
"1533","cgtn",2
"1534","cgtn",-3
"1535","cgtn",-2
"1536","cgtn",-2
"1537","cgtn",1
"1538","cgtn",1
"1539","cgtn",1
"1540","cgtn",-2
"1541","cgtn",1
"1542","cgtn",-3
"1543","cgtn",-2
"1544","cgtn",-3
"1545","cgtn",2
"1546","cgtn",-1
"1547","cgtn",-3
"1548","cgtn",-1
"1549","cgtn",-3
"1550","cgtn",1
"1551","cgtn",-1
"1552","cgtn",4
"1553","cgtn",-2
"1554","cgtn",2
"1555","cgtn",1
"1556","cgtn",2
"1557","cgtn",2
"1558","cgtn",-1
"1559","cgtn",-3
"1560","cgtn",1
"1561","cgtn",-1
"1562","cgtn",1
"1563","cgtn",1
"1564","cgtn",1
"1565","cgtn",-2
"1566","cgtn",1
"1567","cgtn",-3
"1568","cgtn",1
"1569","cgtn",1
"1570","cgtn",1
"1571","cgtn",2
"1572","cgtn",1
"1573","cgtn",1
"1574","cgtn",2
"1575","cgtn",2
"1576","cgtn",1
"1577","cgtn",-2
"1578","cgtn",1
"1579","cgtn",-2
"1580","cgtn",2
"1581","cgtn",2
"1582","cgtn",2
"1583","cgtn",-3
"1584","cgtn",-1
"1585","cgtn",-3
"1586","cgtn",1
"1587","cgtn",1
"1588","cgtn",2
"1589","cgtn",1
"1590","cgtn",-2
"1591","cgtn",1
"1592","cgtn",-1
"1593","cgtn",1
"1594","cgtn",-2
"1595","cgtn",-3
"1596","cgtn",-3
"1597","cgtn",-1
"1598","cgtn",-1
"1599","cgtn",-2
"1600","cgtn",2
"1601","cgtn",-2
"1602","cgtn",-1
"1603","cgtn",-2
"1604","cgtn",1
"1605","cgtn",-2
"1606","cgtn",1
"1607","cgtn",2
"1608","cgtn",-2
"1609","cgtn",-2
"1610","cgtn",-3
"1611","cgtn",-2
"1612","cgtn",2
"1613","cgtn",2
"1614","cgtn",2
"1615","cgtn",1
"1616","cgtn",-1
"1617","cgtn",2
"1618","cgtn",1
"1619","cgtn",-3
"1620","cgtn",-3
"1621","cgtn",1
"1622","cgtn",-2
"1623","cgtn",2
"1624","cgtn",-1
"1625","cgtn",-1
"1626","cgtn",-3
"1627","cgtn",-1
"1628","cgtn",-2
"1629","cgtn",2
"1630","cgtn",-1
"1631","cgtn",-1
"1632","cgtn",2
"1633","cgtn",2
"1634","cgtn",-2
"1635","cgtn",-2
"1636","cgtn",1
"1637","cgtn",1
"1638","cgtn",2
"1639","cgtn",2
"1640","cgtn",1
"1641","cgtn",2
"1642","cgtn",-1
"1643","cgtn",-1
"1644","cgtn",-3
"1645","cgtn",-3
"1646","cgtn",-2
"1647","cgtn",-3
"1648","cgtn",-2
"1649","cgtn",-3
"1650","cgtn",-2
"1651","cgtn",2
"1652","cgtn",1
"1653","cgtn",-1
"1654","cgtn",-1
"1655","cgtn",-1
"1656","cgtn",-1
"1657","cgtn",-1
"1658","cgtn",-1
"1659","cgtn",-3
"1660","cgtn",-2
"1661","cgtn",1
"1662","cgtn",-1
"1663","cgtn",-3
"1664","cgtn",2
"1665","cgtn",-3
"1666","cgtn",1
"1667","cgtn",1
"1668","cgtn",-2
"1669","cgtn",-2
"1670","cgtn",2
"1671","cgtn",-2
"1672","cgtn",-2
"1673","cgtn",-1
"1674","cgtn",-3
"1675","cgtn",-2
"1676","cgtn",-1
"1677","cgtn",1
"1678","cgtn",-2
"1679","cgtn",-1
"1680","cgtn",-2
"1681","cgtn",-2
"1682","cgtn",2
"1683","cgtn",-2
"1684","cgtn",-2
"1685","cgtn",1
"1686","cgtn",2
"1687","cgtn",-1
"1688","cgtn",-3
"1689","cgtn",-3
"1690","cgtn",2
"1691","cgtn",-1
"1692","cgtn",2
"1693","cgtn",1
"1694","cgtn",1
"1695","cgtn",2
"1696","cgtn",1
"1697","cgtn",1
"1698","cgtn",1
"1699","cgtn",2
"1700","cgtn",-2
"1701","cgtn",1
"1702","cgtn",-3
"1703","cgtn",-3
"1704","cgtn",-3
"1705","cgtn",-2
"1706","cgtn",-2
"1707","cgtn",-1
"1708","cgtn",-2
"1709","cgtn",-1
"1710","cgtn",-2
"1711","cgtn",-2
"1712","cgtn",-3
"1713","cgtn",1
"1714","cgtn",1
"1715","cgtn",-3
"1716","cgtn",-2
"1717","cgtn",1
"1718","cgtn",-1
"1719","cgtn",-3
"1720","cgtn",-1
"1721","cgtn",1
"1722","cgtn",-1
"1723","cgtn",-1
"1724","cgtn",1
"1725","cgtn",2
"1726","cgtn",2
"1727","cgtn",-3
"1728","cgtn",-3
"1729","cgtn",-2
"1730","cgtn",-3
"1731","cgtn",2
"1732","cgtn",2
"1733","cgtn",2
"1734","cgtn",2
"1735","cgtn",2
"1736","cgtn",-1
"1737","cgtn",2
"1738","cgtn",1
"1739","cgtn",2
"1740","cgtn",1
"1741","cgtn",2
"1742","cgtn",1
"1743","cgtn",2
"1744","cgtn",2
"1745","cgtn",2
"1746","cgtn",-1
"1747","cgtn",1
"1748","cgtn",2
"1749","cgtn",2
"1750","cgtn",-2
"1751","cgtn",1
"1752","cgtn",2
"1753","cgtn",-2
"1754","cgtn",2
"1755","cgtn",-1
"1756","cgtn",2
"1757","cgtn",-1
"1758","cgtn",-1
"1759","cgtn",-2
"1760","cgtn",-1
"1761","cgtn",-1
"1762","cgtn",-2
"1763","cgtn",-2
"1764","cgtn",1
"1765","cgtn",1
"1766","cgtn",-2
"1767","cgtn",-3
"1768","cgtn",-2
"1769","cgtn",-2
"1770","cgtn",2
"1771","cgtn",1
"1772","cgtn",2
"1773","cgtn",-2
"1774","cgtn",1
"1775","cgtn",-2
"1776","cgtn",1
"1777","cgtn",2
"1778","cgtn",2
"1779","cgtn",2
"1780","cgtn",-2
"1781","cgtn",1
"1782","cgtn",2
"1783","cgtn",4
"1784","cgtn",4
"1785","cgtn",2
"1786","cgtn",2
"1787","cgtn",2
"1788","cgtn",1
"1789","cgtn",2
"1790","cgtn",2
"1791","cgtn",2
"1792","cgtn",2
"1793","cgtn",1
"1794","cgtn",1
"1795","cgtn",-2
"1796","cgtn",-3
"1797","cgtn",-1
"1798","cgtn",-2
"1799","cgtn",2
"1800","cgtn",1
"1801","cgtn",1
"1802","cgtn",1
"1803","cgtn",1
"1804","cgtn",1
"1805","cgtn",1
"1806","cgtn",-1
"1807","cgtn",-2
"1808","cgtn",-1
"1809","cgtn",1
"1810","cgtn",-1
"1811","cgtn",2
"1812","cgtn",1
"1813","cgtn",-2
"1814","cgtn",2
"1815","cgtn",2
"1816","cgtn",1
"1817","cgtn",2
"1818","cgtn",2
"1819","cgtn",-2
"1820","cgtn",-2
"1821","cgtn",-2
"1822","cgtn",-1
"1823","cgtn",1
"1824","cgtn",-2
"1825","cgtn",-3
"1826","cgtn",-1
"1827","cgtn",-2
"1828","cgtn",-2
"1829","cgtn",-2
"1830","cgtn",-2
"1831","cgtn",-1
"1832","cgtn",1
"1833","cgtn",-2
"1834","cgtn",2
"1835","cgtn",-1
"1836","cgtn",-2
"1837","cgtn",-2
"1838","cgtn",-1
"1839","cgtn",-1
"1840","cgtn",-3
"1841","cgtn",-2
"1842","cgtn",-2
"1843","cgtn",-3
"1844","cgtn",-2
"1845","cgtn",2
"1846","cgtn",2
"1847","cgtn",2
"1848","cgtn",-2
"1849","cgtn",-1
"1850","cgtn",-2
"1851","cgtn",1
"1852","cgtn",-1
"1853","cgtn",-1
"1854","cgtn",1
"1855","cgtn",1
"1856","cgtn",2
"1857","cgtn",-1
"1858","cgtn",-3
"1859","cgtn",-1
"1860","cgtn",-3
"1861","cgtn",-1
"1862","cgtn",1
"1863","cgtn",-2
"1864","cgtn",-1
"1865","cgtn",1
"1866","cgtn",-3
"1867","cgtn",-1
"1868","cgtn",-1
"1869","cgtn",2
"1870","cgtn",1
"1871","cgtn",-2
"1872","cgtn",-2
"1873","cgtn",-2
"1874","cgtn",-3
"1875","cgtn",-2
"1876","cgtn",2
"1877","cgtn",-1
"1878","cgtn",2
"1879","cgtn",-2
"1880","cgtn",1
"1881","cgtn",-2
"1882","cgtn",-1
"1883","cgtn",-1
"1884","cgtn",-1
"1885","cgtn",-2
"1886","cgtn",-1
"1887","cgtn",-2
"1888","cgtn",1
"1889","cgtn",1
"1890","cgtn",1
"1891","cgtn",2
"1892","cgtn",-2
"1893","cgtn",2
"1894","cgtn",-1
"1895","cgtn",-2
"1896","cgtn",-1
"1897","cgtn",-2
"1898","cgtn",1
"1899","cgtn",-2
"1900","cgtn",2
"1901","cgtn",1
"1902","cgtn",1
"1903","cgtn",-1
"1904","cgtn",-2
"1905","cgtn",-3
"1906","cgtn",1
"1907","cgtn",2
"1908","cgtn",-1
"1909","cgtn",-2
"1910","cgtn",-1
"1911","cgtn",-2
"1912","cgtn",-3
"1913","cgtn",1
"1914","cgtn",1
"1915","cgtn",2
"1916","cgtn",1
"1917","cgtn",1
"1918","cgtn",-3
"1919","cgtn",1
"1920","cgtn",-2
"1921","cgtn",-1
"1922","cgtn",1
"1923","cgtn",2
"1924","cgtn",1
"1925","cgtn",-1
"1926","cgtn",-2
"1927","cgtn",-2
"1928","cgtn",-2
"1929","cgtn",1
"1930","cgtn",-3
"1931","cgtn",1
"1932","cgtn",1
"1933","cgtn",1
"1934","cgtn",-2
"1935","cgtn",1
"1936","cgtn",-2
"1937","cgtn",2
"1938","cgtn",-2
"1939","cgtn",1
"1940","cgtn",-1
"1941","cgtn",2
"1942","cgtn",1
"1943","cgtn",-3
"1944","cgtn",1
"1945","cgtn",-1
"1946","cgtn",-2
"1947","cgtn",-2
"1948","cgtn",-2
"1949","cgtn",2
"1950","cgtn",-2
"1951","cgtn",-1
"1952","cgtn",3
"1953","cgtn",-1
"1954","cgtn",-1
"1955","cgtn",3
"1956","cgtn",-2
"1957","cgtn",1
"1958","cgtn",1
"1959","cgtn",1
"1960","cgtn",-1
"1961","cgtn",-2
"1962","cgtn",-2
"1963","cgtn",2
"1964","cgtn",-1
"1965","cgtn",-2
"1966","cgtn",-2
"1967","cgtn",-1
"1968","cgtn",1
"1969","cgtn",-2
"1970","cgtn",2
"1971","cgtn",-1
"1972","cgtn",-1
"1973","cgtn",-2
"1974","cgtn",1
"1975","cgtn",-1
"1976","cgtn",-1
"1977","cgtn",-2
"1978","cgtn",-2
"1979","cgtn",-3
"1980","cgtn",-3
"1981","cgtn",-2
"1982","cgtn",2
"1983","cgtn",-3
"1984","cgtn",-2
"1985","cgtn",-2
"1986","cgtn",1
"1987","cgtn",2
"1988","cgtn",1
"1989","cgtn",-1
"1990","cgtn",1
"1991","cgtn",2
"1992","cgtn",-1
"1993","cgtn",-2
"1994","cgtn",-2
"1995","cgtn",2
"1996","cgtn",2
"1997","cgtn",-2
"1998","cgtn",-1
"1999","cgtn",-1
"2000","cgtn",-2
"2001","cgtn",-1
"2002","cgtn",-3
"2003","cgtn",-3
"2004","cgtn",1
"2005","cgtn",-2
"2006","cgtn",-2
"2007","cgtn",-2
"2008","cgtn",-2
"2009","cgtn",2
"2010","cgtn",2
"2011","cgtn",-2
"2012","cgtn",-2
"2013","cgtn",-1
"2014","cgtn",-3
"2015","cgtn",-2
"2016","cgtn",-2
"2017","cgtn",-2
"2018","cgtn",-2
"2019","cgtn",-2
"2020","cgtn",1
"2021","cgtn",-2
"2022","cgtn",-2
"2023","cgtn",-2
"2024","cgtn",-1
"2025","cgtn",-3
"2026","cgtn",-2
"2027","cgtn",-2
"2028","cgtn",-2
"2029","cgtn",-2
"2030","cgtn",1
"2031","cgtn",1
"2032","cgtn",-2
"2033","cgtn",1
"2034","cgtn",-2
"2035","cgtn",-1
"2036","cgtn",1
"2037","cgtn",2
"2038","cgtn",-2
"2039","cgtn",-2
"2040","cgtn",1
"2041","cgtn",1
"2042","cgtn",-2
"2043","cgtn",-2
"2044","cgtn",-2
"2045","cgtn",-3
"2046","cgtn",-2
"2047","cgtn",-2
"2048","cgtn",-1
"2049","cgtn",-1
"2050","cgtn",-1
"2051","cgtn",-2
"2052","cgtn",1
"2053","cgtn",-3
"2054","cgtn",-2
"2055","cgtn",-2
"2056","cgtn",2
"2057","cgtn",-2
"2058","cgtn",2
"2059","cgtn",2
"2060","cgtn",1
"2061","cgtn",-1
"2062","cgtn",-1
"2063","cgtn",1
"2064","cgtn",2
"2065","cgtn",1
"2066","cgtn",-1
"2067","cgtn",1
"2068","cgtn",-1
"2069","cgtn",1
"2070","cgtn",2
"2071","cgtn",2
"2072","cgtn",1
"2073","cgtn",-1
"2074","cgtn",1
"2075","cgtn",1
"2076","cgtn",1
"2077","cgtn",2
"2078","cgtn",1
"2079","cgtn",1
"2080","cgtn",1
"2081","cgtn",1
"2082","cgtn",1
"2083","cgtn",2
"2084","cgtn",-2
"2085","cgtn",-1
"2086","cgtn",1
"2087","cgtn",1
"2088","cgtn",1
"2089","cgtn",1
"2090","cgtn",-2
"2091","cgtn",-2
"2092","cgtn",-1
"2093","cgtn",-2
"2094","cgtn",-2
"2095","cgtn",-1
"2096","cgtn",-1
"2097","cgtn",2
"2098","cgtn",1
"2099","cgtn",-1
"2100","cgtn",-1
"2101","cgtn",1
"2102","cgtn",1
"2103","cgtn",-1
"2104","cgtn",-2
"2105","cgtn",-2
"2106","cgtn",-2
"2107","cgtn",-2
"2108","cgtn",2
"2109","cgtn",1
"2110","cgtn",2
"2111","cgtn",-2
"2112","cgtn",-2
"2113","cgtn",-1
"2114","cgtn",1
"2115","cgtn",-3
"2116","cgtn",-2
"2117","cgtn",-1
"2118","cgtn",-2
"2119","cgtn",-1
"2120","cgtn",-3
"2121","cgtn",-1
"2122","cgtn",-1
"2123","cgtn",-2
"2124","cgtn",-1
"2125","cgtn",-2
"2126","cgtn",-2
"2127","cgtn",-2
"2128","cgtn",2
"2129","cgtn",1
"2130","cgtn",1
"2131","cgtn",2
"2132","cgtn",1
"2133","cgtn",2
"2134","cgtn",-1
"2135","cgtn",-2
"2136","cgtn",-2
"2137","cgtn",-1
"2138","cgtn",-2
"2139","cgtn",-2
"2140","cgtn",-2
"2141","cgtn",-2
"2142","cgtn",-1
"2143","cgtn",-2
"2144","cgtn",1
"2145","cgtn",-2
"2146","cgtn",1
"2147","cgtn",1
"2148","cgtn",2
"2149","cgtn",-2
"2150","cgtn",2
"2151","cgtn",2
"2152","cgtn",-1
"2153","cgtn",1
"2154","cgtn",-2
"2155","cgtn",-1
"2156","cgtn",1
"2157","cgtn",-2
"2158","cgtn",-1
"2159","cgtn",2
"2160","cgtn",2
"2161","cgtn",2
"2162","cgtn",1
"2163","cgtn",-2
"2164","cgtn",-2
"2165","cgtn",-2
"2166","cgtn",-2
"2167","cgtn",2
"2168","cgtn",-1
"2169","cgtn",-2
"2170","cgtn",1
"2171","cgtn",-1
"2172","cgtn",-2
"2173","cgtn",1
"2174","cgtn",1
"2175","cgtn",1
"2176","cgtn",-1
"2177","cgtn",2
"2178","cgtn",2
"2179","cgtn",1
"2180","cgtn",-2
"2181","cgtn",-2
"2182","cgtn",-2
"2183","cgtn",-2
"2184","cgtn",-2
"2185","cgtn",-2
"2186","cgtn",-3
"2187","cgtn",-3
"2188","cgtn",2
"2189","cgtn",1
"2190","cgtn",-2
"2191","cgtn",-2
"2192","cgtn",1
"2193","cgtn",1
"2194","cgtn",-2
"2195","cgtn",-2
"2196","cgtn",-2
"2197","cgtn",-3
"2198","cgtn",2
"2199","cgtn",1
"2200","cgtn",-2
"2201","cgtn",1
"2202","cgtn",-2
"2203","cgtn",-2
"2204","cgtn",1
"2205","cgtn",-2
"2206","cgtn",-2
"2207","cgtn",-2
"2208","cgtn",-1
"2209","cgtn",-2
"2210","cgtn",-2
"2211","cgtn",-2
"2212","cgtn",-2
"2213","cgtn",-2
"2214","cgtn",1
"2215","cgtn",-1
"2216","cgtn",-3
"2217","cgtn",-2
"2218","cgtn",-2
"2219","cgtn",-2
"2220","cgtn",1
"2221","cgtn",1
"2222","cgtn",1
"2223","cgtn",-2
"2224","cgtn",-3
"2225","cgtn",2
"2226","cgtn",-2
"2227","cgtn",-1
"2228","cgtn",-2
"2229","cgtn",1
"2230","cgtn",-3
"2231","cgtn",1
"2232","cgtn",1
"2233","cgtn",1
"2234","cgtn",1
"2235","cgtn",1
"2236","cgtn",-1
"2237","cgtn",-1
"2238","cgtn",-2
"2239","cgtn",1
"2240","cgtn",-1
"2241","cgtn",1
"2242","cgtn",-2
"2243","cgtn",-1
"2244","cgtn",2
"2245","cgtn",2
"2246","cgtn",-1
"2247","cgtn",2
"2248","cgtn",1
"2249","cgtn",-1
"2250","cgtn",-2
"2251","cgtn",2
"2252","cgtn",1
"2253","cgtn",1
"2254","cgtn",2
"2255","cgtn",2
"2256","cgtn",1
"2257","cgtn",-1
"2258","cgtn",-2
"2259","cgtn",-2
"2260","cgtn",-2
"2261","cgtn",-1
"2262","cgtn",-2
"2263","cgtn",1
"2264","cgtn",-1
"2265","cgtn",-2
"2266","cgtn",-2
"2267","cgtn",-2
"2268","cgtn",-2
"2269","cgtn",-2
"2270","cgtn",-2
"2271","cgtn",1
"2272","cgtn",-1
"2273","cgtn",-1
"2274","cgtn",-3
"2275","cgtn",-2
"2276","cgtn",1
"2277","cgtn",1
"2278","cgtn",-1
"2279","cgtn",2
"2280","cgtn",-2
"2281","cgtn",-3
"2282","cgtn",-2
"2283","cgtn",-2
"2284","cgtn",1
"2285","cgtn",-1
"2286","cgtn",-1
"2287","cgtn",1
"2288","cgtn",2
"2289","cgtn",1
"2290","cgtn",2
"2291","cgtn",-2
"2292","cgtn",-2
"2293","cgtn",-1
"2294","cgtn",-2
"2295","cgtn",1
"2296","cgtn",1
"2297","cgtn",2
"2298","cgtn",1
"2299","cgtn",-2
"2300","cgtn",-1
"2301","cgtn",-2
"2302","cgtn",-1
"2303","cgtn",-2
"2304","cgtn",2
"2305","cgtn",-2
"2306","cgtn",-1
"2307","cgtn",-1
"2308","cgtn",-2
"2309","cgtn",2
"2310","cgtn",-2
"2311","cgtn",-2
"2312","cgtn",-2
"2313","cgtn",-2
"2314","cgtn",-3
"2315","cgtn",2
"2316","cgtn",-1
"2317","cgtn",-3
"2318","cgtn",-2
"2319","cgtn",-2
"2320","cgtn",2
"2321","cgtn",2
"2322","cgtn",-2
"2323","cgtn",-3
"2324","cgtn",-2
"2325","cgtn",-2
"2326","cgtn",1
"2327","cgtn",-1
"2328","cgtn",2
"2329","cgtn",-2
"2330","cgtn",1
"2331","cgtn",-1
"2332","cgtn",-2
"2333","cgtn",-1
"2334","cgtn",1
"2335","cgtn",1
"2336","cgtn",-2
"2337","cgtn",-3
"2338","cgtn",-2
"2339","cgtn",-2
"2340","cgtn",-2
"2341","cgtn",-2
"2342","cgtn",1
"2343","cgtn",-2
"2344","cgtn",1
"2345","cgtn",-2
"2346","cgtn",-2
"2347","cgtn",1
"2348","cgtn",-2
"2349","cgtn",-2
"2350","cgtn",-2
"2351","cgtn",-2
"2352","cgtn",1
"2353","cgtn",1
"2354","cgtn",-1
"2355","cgtn",-3
"2356","cgtn",-3
"2357","cgtn",1
"2358","cgtn",-1
"2359","cgtn",1
"2360","cgtn",-2
"2361","cgtn",-3
"2362","cgtn",-3
"2363","cgtn",-3
"2364","cgtn",1
"2365","cgtn",-1
"2366","cgtn",-2
"2367","cgtn",1
"2368","cgtn",-1
"2369","cgtn",1
"2370","cgtn",-2
"2371","cgtn",2
"2372","cgtn",-2
"2373","cgtn",-2
"2374","cgtn",-1
"2375","cgtn",-1
"2376","cgtn",2
"2377","cgtn",-2
"2378","cgtn",-1
"2379","cgtn",-2
"2380","cgtn",-1
"2381","cgtn",2
"2382","cgtn",1
"2383","cgtn",1
"2384","cgtn",1
"2385","cgtn",-1
"2386","cgtn",-1
"2387","cgtn",-2
"2388","cgtn",1
"2389","cgtn",-1
"2390","cgtn",2
"2391","cgtn",1
"2392","cgtn",-1
"2393","cgtn",2
"2394","cgtn",-2
"2395","cgtn",-1
"2396","cgtn",-3
"2397","cgtn",-2
"2398","cgtn",-2
"2399","cgtn",-1
"2400","cgtn",-2
"2401","cgtn",-1
"2402","cgtn",-1
"2403","cgtn",1
"2404","cgtn",-1
"2405","cgtn",-1
"2406","cgtn",-2
"2407","cgtn",2
"2408","cgtn",-2
"2409","cgtn",1
"2410","cgtn",-1
"2411","cgtn",-2
"2412","cgtn",2
"2413","cgtn",-2
"2414","cgtn",1
"2415","cgtn",-2
"2416","cgtn",-2
"2417","cgtn",1
"2418","cgtn",1
"2419","cgtn",-1
"2420","cgtn",1
"2421","cgtn",-1
"2422","cgtn",-1
"2423","cgtn",-1
"2424","cgtn",1
"2425","cgtn",-2
"2426","cgtn",1
"2427","cgtn",2
"2428","cgtn",-2
"2429","cgtn",-1
"2430","cgtn",-3
"2431","cgtn",-2
"2432","cgtn",-2
"2433","cgtn",-1
"2434","cgtn",-1
"2435","cgtn",-3
"2436","cgtn",1
"2437","cgtn",-1
"2438","cgtn",-2
"2439","cgtn",-2
"2440","cgtn",-2
"2441","cgtn",2
"2442","cgtn",-1
"2443","cgtn",-3
"2444","cgtn",-3
"2445","cgtn",-2
"2446","cgtn",-3
"2447","cgtn",-3
"2448","cgtn",-1
"2449","cgtn",-2
"2450","cgtn",-2
"2451","cgtn",-3
"2452","cgtn",-2
"2453","cgtn",2
"2454","cgtn",1
"2455","cgtn",-2
"2456","cgtn",-2
"2457","cgtn",-1
"2458","cgtn",-2
"2459","cgtn",-2
"2460","cgtn",-2
"2461","cgtn",2
"2462","cgtn",-2
"2463","cgtn",-1
"2464","cgtn",-1
"2465","cgtn",2
"2466","cgtn",-1
"2467","cgtn",1
"2468","cgtn",2
"2469","cgtn",1
"2470","cgtn",-1
"2471","cgtn",1
"2472","cgtn",-3
"2473","cgtn",-1
"2474","cgtn",-2
"2475","cgtn",1
"2476","cgtn",-3
"2477","cgtn",-2
"2478","cgtn",-3
"2479","cgtn",-2
"2480","cgtn",2
"2481","cgtn",-3
"2482","cgtn",1
"2483","cgtn",-3
"2484","cgtn",1
"2485","cgtn",1
"2486","cgtn",-2
