"","source","value"
"2487","cgtn",-3
"2488","cgtn",-1
"2489","cgtn",-2
"2490","cgtn",-2
"2491","cgtn",1
"2492","cgtn",-1
"2493","cgtn",-1
"2494","cgtn",1
"2495","cgtn",-1
"2496","cgtn",-1
"2497","cgtn",-1
"2498","cgtn",-1
"2499","cgtn",4
"2500","cgtn",2
"2501","cgtn",-1
"2502","cgtn",-1
"2503","cgtn",1
"2504","cgtn",-1
"2505","cgtn",-2
"2506","cgtn",1
"2507","cgtn",1
"2508","cgtn",-3
"2509","cgtn",-3
"2510","cgtn",1
"2511","cgtn",-3
"2512","cgtn",-2
"2513","cgtn",1
"2514","cgtn",-1
"2515","cgtn",1
"2516","cgtn",4
"2517","cgtn",2
"2518","cgtn",-1
"2519","cgtn",-3
"2520","cgtn",-1
"2521","cgtn",-1
"2522","cgtn",-1
"2523","cgtn",-2
"2524","cgtn",-2
"2525","cgtn",-2
"2526","cgtn",-2
"2527","cgtn",-2
"2528","cgtn",-2
"2529","cgtn",-2
"2530","cgtn",-2
"2531","cgtn",2
"2532","cgtn",1
"2533","cgtn",-2
"2534","cgtn",-3
"2535","cgtn",-1
"2536","cgtn",-2
"2537","cgtn",-2
"2538","cgtn",-2
"2539","cgtn",-1
"2540","cgtn",-2
"2541","cgtn",-1
"2542","cgtn",1
"2543","cgtn",-2
"2544","cgtn",-2
"2545","cgtn",-2
"2546","cgtn",1
"2547","cgtn",1
"2548","cgtn",2
"2549","cgtn",-3
"2550","cgtn",-2
"2551","cgtn",1
"2552","cgtn",2
"2553","cgtn",2
"2554","cgtn",-2
"2555","cgtn",1
"2556","cgtn",-1
"2557","cgtn",1
"2558","cgtn",-2
"2559","cgtn",-1
"2560","cgtn",-2
"2561","cgtn",2
"2562","cgtn",-2
"2563","cgtn",1
"2564","cgtn",1
"2565","cgtn",1
"2566","cgtn",2
"2567","cgtn",2
"2568","cgtn",4
"2569","cgtn",-2
"2570","cgtn",-2
"2571","cgtn",-2
"2572","cgtn",2
"2573","cgtn",-2
"2574","cgtn",-2
"2575","cgtn",1
"2576","cgtn",1
"2577","cgtn",1
"2578","cgtn",1
"2579","cgtn",1
"2580","cgtn",-2
"2581","cgtn",-1
"2582","cgtn",-3
"2583","cgtn",-2
"2584","cgtn",2
"2585","cgtn",-2
"2586","cgtn",2
"2587","cgtn",1
"2588","cgtn",1
"2589","cgtn",-2
"2590","cgtn",-3
"2591","cgtn",1
"2592","cgtn",-2
"2593","cgtn",-2
"2594","cgtn",-2
"2595","cgtn",-2
"2596","cgtn",-2
"2597","cgtn",1
"2598","cgtn",2
"2599","cgtn",1
"2600","cgtn",-2
"2601","cgtn",-2
"2602","cgtn",-2
"2603","cgtn",-2
"2604","cgtn",-2
"2605","cgtn",-2
"2606","cgtn",1
"2607","cgtn",-2
"2608","cgtn",2
"2609","cgtn",2
"2610","cgtn",1
"2611","cgtn",1
"2612","cgtn",2
"2613","cgtn",1
"2614","cgtn",1
"2615","cgtn",-2
"2616","cgtn",2
"2617","cgtn",1
"2618","cgtn",-3
"2619","cgtn",-2
"2620","cgtn",-2
"2621","cgtn",4
"2622","cgtn",-1
"2623","cgtn",-2
"2624","cgtn",1
"2625","cgtn",-2
"2626","cgtn",-2
"2627","cgtn",1
"2628","cgtn",2
"2629","cgtn",2
"2630","cgtn",1
"2631","cgtn",-2
"2632","cgtn",-2
"2633","cgtn",-3
"2634","cgtn",-2
"2635","cgtn",2
"2636","cgtn",-2
"2637","cgtn",1
"2638","cgtn",-2
"2639","cgtn",2
"2640","cgtn",1
"2641","cgtn",2
"2642","cgtn",2
"2643","cgtn",1
"2644","cgtn",1
"2645","cgtn",1
"2646","cgtn",-2
"2647","cgtn",1
"2648","cgtn",-1
"2649","cgtn",2
"2650","cgtn",-2
"2651","cgtn",-1
"2652","cgtn",-2
"2653","cgtn",-2
"2654","cgtn",1
"2655","cgtn",1
"2656","cgtn",-2
"2657","cgtn",1
"2658","cgtn",-2
"2659","cgtn",-1
"2660","cgtn",-3
"2661","cgtn",1
"2662","cgtn",-2
"2663","cgtn",1
"2664","cgtn",-2
"2665","cgtn",2
"2666","cgtn",-2
"2667","cgtn",-1
"2668","cgtn",1
"2669","cgtn",-2
"2670","cgtn",-2
"2671","cgtn",2
"2672","cgtn",1
"2673","cgtn",1
"2674","cgtn",2
"2675","cgtn",1
"2676","cgtn",2
"2677","cgtn",-2
"2678","cgtn",1
"2679","cgtn",-1
"2680","cgtn",1
"2681","cgtn",1
"2682","cgtn",-1
"2683","cgtn",1
"2684","cgtn",1
"2685","cgtn",2
"2686","cgtn",-2
"2687","cgtn",2
"2688","cgtn",-3
"2689","cgtn",1
"2690","cgtn",-2
"2691","cgtn",-2
"2692","cgtn",-2
"2693","cgtn",-2
"2694","cgtn",-3
"2695","cgtn",2
"2696","cgtn",1
"2697","cgtn",2
"2698","cgtn",-2
"2699","cgtn",-2
"2700","cgtn",-1
"2701","cgtn",-3
"2702","cgtn",-1
"2703","cgtn",-2
"2704","cgtn",-3
"2705","cgtn",-2
"2706","cgtn",1
"2707","cgtn",2
"2708","cgtn",-2
"2709","cgtn",-3
"2710","cgtn",-2
"2711","cgtn",-2
"2712","cgtn",-1
"2713","cgtn",-1
"2714","cgtn",1
"2715","cgtn",-1
"2716","cgtn",1
"2717","cgtn",1
"2718","cgtn",-1
"2719","cgtn",-3
"2720","cgtn",-2
"2721","cgtn",2
"2722","cgtn",-2
"2723","cgtn",-2
"2724","cgtn",-2
"2725","cgtn",-3
"2726","cgtn",-1
"2727","cgtn",-3
"2728","cgtn",-2
"2729","cgtn",2
"2730","cgtn",-2
"2731","cgtn",-1
"2732","cgtn",-3
"2733","cgtn",2
"2734","cgtn",-2
"2735","cgtn",-2
"2736","cgtn",-3
"2737","cgtn",-2
"2738","cgtn",-2
"2739","cgtn",1
"2740","cgtn",-3
"2741","cgtn",-2
"2742","cgtn",2
"2743","cgtn",-2
"2744","cgtn",-2
"2745","cgtn",-2
"2746","cgtn",-2
"2747","cgtn",-2
"2748","cgtn",-1
"2749","cgtn",-1
"2750","cgtn",-2
"2751","cgtn",1
"2752","cgtn",-2
"2753","cgtn",1
"2754","cgtn",-2
"2755","cgtn",-1
"2756","cgtn",-2
"2757","cgtn",1
"2758","cgtn",1
"2759","cgtn",-1
"2760","cgtn",-2
"2761","cgtn",-1
"2762","cgtn",-1
"2763","cgtn",-2
"2764","cgtn",2
"2765","cgtn",-1
"2766","cgtn",2
"2767","cgtn",-2
"2768","cgtn",-3
"2769","cgtn",-2
"2770","cgtn",-3
"2771","cgtn",-2
"2772","cgtn",-2
"2773","cgtn",-2
"2774","cgtn",1
"2775","cgtn",2
"2776","cgtn",2
"2777","cgtn",-3
"2778","cgtn",-2
"2779","cgtn",-3
"2780","cgtn",-2
"2781","cgtn",1
"2782","cgtn",-2
"2783","cgtn",-1
"2784","cgtn",2
"2785","cgtn",-2
"2786","cgtn",-1
"2787","cgtn",2
"2788","cgtn",-2
"2789","cgtn",-1
"2790","cgtn",-2
"2791","cgtn",-2
"2792","cgtn",1
"2793","cgtn",-2
"2794","cgtn",3
"2795","cgtn",4
"2796","cgtn",-2
"2797","cgtn",-3
"2798","cgtn",-2
"2799","cgtn",-1
"2800","cgtn",-2
"2801","cgtn",2
"2802","cgtn",-2
"2803","cgtn",-3
"2804","cgtn",-1
"2805","cgtn",-3
"2806","cgtn",-2
"2807","cgtn",-2
"2808","cgtn",-2
"2809","cgtn",1
"2810","cgtn",-1
"2811","cgtn",2
"2812","cgtn",1
"2813","cgtn",-2
"2814","cgtn",2
"2815","cgtn",-3
"2816","cgtn",-3
"2817","cgtn",-2
"2818","cgtn",2
"2819","cgtn",-1
"2820","cgtn",-2
"2821","cgtn",1
"2822","cgtn",-2
"2823","cgtn",1
"2824","cgtn",-2
"2825","cgtn",-2
"2826","cgtn",-2
"2827","cgtn",-1
"2828","cgtn",-1
"2829","cgtn",-1
"2830","cgtn",-1
"2831","cgtn",-3
"2832","cgtn",2
"2833","cgtn",-1
"2834","cgtn",-1
"2835","cgtn",2
"2836","cgtn",-1
"2837","cgtn",-3
"2838","cgtn",2
"2839","cgtn",-2
"2840","cgtn",-1
"2841","cgtn",1
"2842","cgtn",1
"2843","cgtn",-3
"2844","cgtn",-1
"2845","cgtn",1
"2846","cgtn",1
"2847","cgtn",2
"2848","cgtn",1
"2849","cgtn",-1
"2850","cgtn",1
"2851","cgtn",1
"2852","cgtn",1
"2853","cgtn",-2
"2854","cgtn",-2
"2855","cgtn",-2
"2856","cgtn",-3
"2857","cgtn",2
"2858","cgtn",-1
"2859","cgtn",1
"2860","cgtn",-1
"2861","cgtn",1
"2862","cgtn",-2
"2863","cgtn",-2
"2864","cgtn",-2
"2865","cgtn",-1
"2866","cgtn",-1
"2867","cgtn",-2
"2868","cgtn",-2
"2869","cgtn",-2
"2870","cgtn",-2
"2871","cgtn",1
"2872","cgtn",-3
"2873","cgtn",-1
"2874","cgtn",-2
"2875","cgtn",-2
"2876","cgtn",1
"2877","cgtn",-3
"2878","cgtn",2
"2879","cgtn",1
"2880","cgtn",-1
"2881","cgtn",-2
"2882","cgtn",-2
"2883","cgtn",1
"2884","cgtn",-1
"2885","cgtn",-2
"2886","cgtn",-2
"2887","cgtn",-2
"2888","cgtn",-2
"2889","cgtn",-2
"2890","cgtn",-2
"2891","cgtn",2
"2892","cgtn",-1
"2893","cgtn",-1
"2894","cgtn",1
"2895","cgtn",2
"2896","cgtn",-2
"2897","cgtn",-2
"2898","cgtn",1
"2899","cgtn",2
"2900","cgtn",1
"2901","cgtn",-2
"2902","cgtn",-1
"2903","cgtn",1
"2904","cgtn",-2
"2905","cgtn",-1
"2906","cgtn",-2
"2907","cgtn",-2
"2908","cgtn",-1
"2909","cgtn",-2
"2910","cgtn",-2
"2911","cgtn",-2
"2912","cgtn",2
"2913","cgtn",2
"2914","cgtn",-1
"2915","cgtn",-1
"2916","cgtn",1
"2917","cgtn",1
"2918","cgtn",-2
"2919","cgtn",-2
"2920","cgtn",-2
"2921","cgtn",-2
"2922","cgtn",1
"2923","cgtn",3
"2924","cgtn",-3
"2925","cgtn",-2
"2926","cgtn",-1
"2927","cgtn",-2
"2928","cgtn",2
"2929","cgtn",2
"2930","cgtn",2
"2931","cgtn",-1
"2932","cgtn",-2
"2933","cgtn",1
"2934","cgtn",-2
"2935","cgtn",3
"2936","cgtn",-1
"2937","cgtn",-2
"2938","cgtn",-2
"2939","cgtn",-2
"2940","cgtn",-1
"2941","cgtn",2
"2942","cgtn",-3
"2943","cgtn",2
"2944","cgtn",2
"2945","cgtn",2
"2946","cgtn",-2
"2947","cgtn",-3
"2948","cgtn",1
"2949","cgtn",2
"2950","cgtn",2
"2951","cgtn",1
"2952","cgtn",-1
"2953","cgtn",2
"2954","cgtn",-2
"2955","cgtn",-2
"2956","cgtn",2
"2957","cgtn",-1
"2958","cgtn",-1
"2959","cgtn",-2
"2960","cgtn",-2
"2961","cgtn",-1
"2962","cgtn",-3
"2963","cgtn",-2
"2964","cgtn",-2
"2965","cgtn",1
"2966","cgtn",-3
"2967","cgtn",1
"2968","cgtn",1
"2969","cgtn",1
"2970","cgtn",-2
"2971","cgtn",1
"2972","cgtn",-2
"2973","cgtn",1
"2974","cgtn",-1
"2975","cgtn",2
"2976","cgtn",1
"2977","cgtn",-2
"2978","cgtn",1
"2979","cgtn",-2
"2980","cgtn",-1
"2981","cgtn",1
"2982","cgtn",-2
"2983","cgtn",-1
"2984","cgtn",-1
"2985","cgtn",-2
"2986","cgtn",-1
"2987","cgtn",-1
"2988","cgtn",-3
"2989","cgtn",-2
"2990","cgtn",-1
"2991","cgtn",1
"2992","cgtn",-1
"2993","cgtn",-1
"2994","cgtn",-2
"2995","cgtn",-2
"2996","cgtn",-2
"2997","cgtn",-1
"2998","cgtn",-2
"2999","cgtn",-1
"3000","cgtn",-2
"3001","cgtn",-3
"3002","cgtn",-2
"3003","cgtn",-2
"3004","cgtn",-2
"3005","cgtn",-2
"3006","cgtn",-1
"3007","cgtn",1
"3008","cgtn",-2
"3009","cgtn",1
"3010","cgtn",-1
"3011","cgtn",-3
"3012","cgtn",-2
"3013","cgtn",-1
"3014","cgtn",-1
"3015","cgtn",-1
"3016","cgtn",-1
"3017","cgtn",-3
"3018","cgtn",-2
"3019","cgtn",1
"3020","cgtn",-1
"3021","cgtn",-2
"3022","cgtn",-2
"3023","cgtn",2
"3024","cgtn",1
"3025","cgtn",-1
"3026","cgtn",-2
"3027","cgtn",-2
"3028","cgtn",-1
"3029","cgtn",-2
"3030","cgtn",-2
"3031","cgtn",-2
"3032","cgtn",-1
"3033","cgtn",-2
"3034","cgtn",-1
"3035","cgtn",2
"3036","cgtn",-2
"3037","cgtn",-2
"3038","cgtn",-2
"3039","cgtn",1
"3040","cgtn",-2
"3041","cgtn",-2
"3042","cgtn",-2
"3043","cgtn",-2
"3044","cgtn",1
"3045","cgtn",-3
"3046","cgtn",-1
"3047","cgtn",1
"3048","cgtn",-2
"3049","cgtn",-2
"3050","cgtn",-3
"3051","cgtn",-2
"3052","cgtn",1
"3053","cgtn",-2
"3054","cgtn",-2
"3055","cgtn",-1
"3056","cgtn",-2
"3057","cgtn",1
"3058","cgtn",-1
"3059","cgtn",-2
"3060","cgtn",1
"3061","cgtn",1
"3062","cgtn",2
"3063","cgtn",-1
"3064","cgtn",-1
"3065","cgtn",-2
"3066","cgtn",2
"3067","cgtn",2
"3068","cgtn",1
"3069","cgtn",3
"3070","cgtn",-1
"3071","cgtn",2
"3072","cgtn",-2
"3073","cgtn",-2
"3074","cgtn",-2
"3075","cgtn",2
"3076","cgtn",2
"3077","cgtn",2
"3078","cgtn",-2
"3079","cgtn",-3
"3080","cgtn",2
"3081","cgtn",-2
"3082","cgtn",2
"3083","cgtn",-2
"3084","cgtn",-2
"3085","cgtn",-2
"3086","cgtn",-1
"3087","cgtn",-1
"3088","cgtn",2
"3089","cgtn",1
"3090","cgtn",-3
"3091","cgtn",1
"3092","cgtn",-3
"3093","cgtn",-3
"3094","cgtn",-2
"3095","cgtn",-1
"3096","cgtn",1
"3097","cgtn",1
"3098","cgtn",-1
"3099","cgtn",1
"3100","cgtn",-2
"3101","cgtn",2
"3102","cgtn",-1
"3103","cgtn",1
"3104","cgtn",1
"3105","cgtn",-2
"3106","cgtn",-2
"3107","cgtn",1
"3108","cgtn",-2
"3109","cgtn",-2
"3110","cgtn",-1
"3111","cgtn",-2
"3112","cgtn",-2
"3113","cgtn",-2
"3114","cgtn",-2
"3115","cgtn",1
"3116","cgtn",-2
"3117","cgtn",-3
"3118","cgtn",-2
"3119","cgtn",2
"3120","cgtn",1
"3121","cgtn",1
"3122","cgtn",-2
"3123","cgtn",-2
"3124","cgtn",2
"3125","cgtn",1
"3126","cgtn",-2
"3127","cgtn",-1
"3128","cgtn",-2
"3129","cgtn",-2
"3130","cgtn",-1
"3131","cgtn",-1
"3132","cgtn",1
"3133","cgtn",2
"3134","cgtn",-1
"3135","cgtn",1
"3136","cgtn",-1
"3137","cgtn",-3
"3138","cgtn",-1
"3139","cgtn",-2
"3140","cgtn",1
"3141","cgtn",-1
"3142","cgtn",-1
"3143","cgtn",-2
"3144","cgtn",-2
"3145","cgtn",-1
"3146","cgtn",-2
"3147","cgtn",1
"3148","cgtn",1
"3149","cgtn",1
"3150","cgtn",-2
"3151","cgtn",-1
"3152","cgtn",-2
"3153","cgtn",-2
"3154","cgtn",-2
"3155","cgtn",-1
"3156","cgtn",1
"3157","cgtn",-2
"3158","cgtn",1
"3159","cgtn",-2
"3160","cgtn",-1
"3161","cgtn",-2
"3162","cgtn",-2
"3163","cgtn",-2
"3164","cgtn",-3
"3165","cgtn",-2
"3166","cgtn",-1
"3167","cgtn",-3
"3168","cgtn",1
"3169","cgtn",-2
"3170","cgtn",-2
"3171","cgtn",-2
"3172","cgtn",-2
"3173","cgtn",-2
"3174","cgtn",-1
"3175","cgtn",-1
"3176","cgtn",-1
"3177","cgtn",-2
"3178","cgtn",-2
"3179","cgtn",1
"3180","cgtn",-2
"3181","cgtn",-2
"3182","cgtn",-3
"3183","cgtn",-1
"3184","cgtn",-3
"3185","cgtn",-1
"3186","cgtn",-2
"3187","cgtn",-1
"3188","cgtn",-1
"3189","cgtn",-3
"3190","cgtn",1
"3191","cgtn",1
"3192","cgtn",1
"3193","cgtn",-2
"3194","cgtn",1
"3195","cgtn",1
"3196","cgtn",1
"3197","cgtn",-3
"3198","cgtn",-2
"3199","cgtn",1
"3200","cgtn",1
"3201","cgtn",1
"3202","cgtn",-3
"3203","cgtn",1
"3204","cgtn",-2
"3205","cgtn",-2
"3206","cgtn",-1
"3207","cgtn",-2
"3208","cgtn",-2
"3209","cgtn",-2
"3210","cgtn",-4
"3211","cgtn",-2
"3212","cgtn",-1
"3213","cgtn",2
"3214","cgtn",-3
"3215","cgtn",2
"3216","cgtn",1
"3217","cgtn",-2
"3218","cgtn",1
"3219","cgtn",-1
"3220","cgtn",1
"3221","cgtn",2
"3222","cgtn",1
"3223","cgtn",-1
"3224","cgtn",-3
"3225","cgtn",-2
"3226","cgtn",-2
"3227","cgtn",-1
"3228","cgtn",2
"3229","cgtn",-2
"3230","cgtn",-2
"3231","cgtn",-2
"3232","cgtn",2
"3233","cgtn",3
"3234","cgtn",2
"3235","cgtn",-3
"3236","cgtn",1
"3237","cgtn",-2
"3238","cgtn",-2
"3239","cgtn",2
"3240","cgtn",-1
"3241","cgtn",-2
"3242","cgtn",-2
"3243","cgtn",-2
"3244","cgtn",-2
"3245","cgtn",-2
"3246","cgtn",-2
"3247","cgtn",1
"3248","cgtn",-3
"3249","cgtn",1
"3250","cgtn",1
"3251","cgtn",1
"3252","cgtn",1
"3253","cgtn",1
"3254","cgtn",-2
"3255","cgtn",1
"3256","cgtn",-1
"3257","cgtn",-1
"3258","cgtn",-2
"3259","cgtn",-3
"3260","cgtn",-1
"3261","cgtn",-1
"3262","cgtn",2
"3263","cgtn",-2
"3264","cgtn",1
"3265","cgtn",2
"3266","cgtn",-1
"3267","cgtn",-1
"3268","cgtn",-3
"3269","cgtn",-1
"3270","cgtn",-3
"3271","cgtn",-2
"3272","cgtn",-2
"3273","cgtn",-2
"3274","cgtn",-1
"3275","cgtn",2
"3276","cgtn",-2
"3277","cgtn",-2
"3278","cgtn",-3
"3279","cgtn",1
"3280","cgtn",-2
"3281","cgtn",-2
"3282","cgtn",-2
"3283","cgtn",1
"3284","cgtn",1
"3285","cgtn",1
"3286","cgtn",-2
"3287","cgtn",-2
"3288","cgtn",1
"3289","cgtn",-2
"3290","cgtn",-1
"3291","cgtn",-2
"3292","cgtn",1
"3293","cgtn",1
"3294","cgtn",2
"3295","cgtn",1
"3296","cgtn",-3
"3297","cgtn",-3
"3298","cgtn",-3
"3299","cgtn",-1
"3300","cgtn",1
"3301","cgtn",-1
"3302","cgtn",-2
"3303","cgtn",-2
"3304","cgtn",-3
"3305","cgtn",-3
"3306","cgtn",-3
"3307","cgtn",-2
"3308","cgtn",-1
"3309","cgtn",-2
"3310","cgtn",-2
"3311","cgtn",-2
"3312","cgtn",-1
"3313","cgtn",-2
"3314","cgtn",-3
"3315","cgtn",-2
"3316","cgtn",-2
"3317","cgtn",-2
"3318","cgtn",-1
"3319","cgtn",-2
"3320","cgtn",-2
"3321","cgtn",-2
"3322","cgtn",-1
"3323","cgtn",-1
"3324","cgtn",-2
"3325","cgtn",2
"3326","cgtn",1
"3327","cgtn",-2
"3328","cgtn",1
"3329","cgtn",-1
"3330","cgtn",1
"3331","cgtn",1
"3332","cgtn",-3
"3333","cgtn",-1
"3334","cgtn",1
"3335","cgtn",1
"3336","cgtn",1
"3337","cgtn",-2
"3338","cgtn",1
"3339","cgtn",1
"3340","cgtn",-1
"3341","cgtn",-2
"3342","cgtn",-2
"3343","cgtn",-1
"3344","cgtn",-1
"3345","cgtn",1
"3346","cgtn",-2
"3347","cgtn",-2
"3348","cgtn",1
"3349","cgtn",-2
"3350","cgtn",-2
"3351","cgtn",-2
"3352","cgtn",-2
"3353","cgtn",-2
"3354","cgtn",-3
"3355","cgtn",1
"3356","cgtn",-2
"3357","cgtn",-2
"3358","cgtn",-3
"3359","cgtn",-2
"3360","cgtn",-3
"3361","cgtn",-2
"3362","cgtn",2
"3363","cgtn",-2
"3364","cgtn",1
"3365","cgtn",1
"3366","cgtn",-2
"3367","cgtn",-3
"3368","cgtn",-1
"3369","cgtn",-1
"3370","cgtn",-3
"3371","cgtn",-3
"3372","cgtn",-2
"3373","cgtn",-2
"3374","cgtn",-2
"3375","cgtn",-2
"3376","cgtn",-2
"3377","cgtn",2
"3378","cgtn",-2
"3379","cgtn",1
"3380","cgtn",2
"3381","cgtn",-3
"3382","cgtn",2
"3383","cgtn",1
"3384","cgtn",2
"3385","cgtn",2
"3386","cgtn",-2
"3387","cgtn",1
"3388","cgtn",-2
"3389","cgtn",-1
"3390","cgtn",-1
"3391","cgtn",1
"3392","cgtn",1
"3393","cgtn",-3
"3394","cgtn",2
"3395","cgtn",-2
"3396","cgtn",-2
"3397","cgtn",-2
"3398","cgtn",-1
"3399","cgtn",-3
"3400","cgtn",-2
"3401","cgtn",1
"3402","cgtn",2
"3403","cgtn",-2
"3404","cgtn",-1
"3405","cgtn",-1
"3406","cgtn",2
"3407","cgtn",-2
"3408","cgtn",-2
"3409","cgtn",-2
"3410","cgtn",-2
"3411","cgtn",-2
"3412","cgtn",1
"3413","cgtn",-2
"3414","cgtn",1
"3415","cgtn",-3
"3416","cgtn",-2
"3417","cgtn",1
"3418","cgtn",-2
"3419","cgtn",-1
"3420","cgtn",-2
"3421","cgtn",1
"3422","cgtn",-2
"3423","cgtn",1
"3424","cgtn",-2
"3425","cgtn",1
"3426","cgtn",-2
"3427","cgtn",1
"3428","cgtn",1
"3429","cgtn",2
"3430","cgtn",1
"3431","cgtn",1
"3432","cgtn",-2
"3433","cgtn",-2
"3434","cgtn",-2
"3435","jpt",-2
"3436","jpt",1
"3437","jpt",-1
"3438","jpt",-2
"3439","jpt",-3
"3440","jpt",-3
"3441","jpt",1
"3442","jpt",1
"3443","jpt",1
"3444","jpt",-1
"3445","jpt",2
"3446","jpt",3
"3447","jpt",1
"3448","jpt",3
"3449","jpt",2
"3450","jpt",4
"3451","jpt",-2
"3452","jpt",-1
"3453","jpt",2
"3454","jpt",-2
"3455","jpt",2
"3456","jpt",2
"3457","jpt",-1
"3458","jpt",3
"3459","jpt",2
"3460","jpt",4
"3461","jpt",2
"3462","jpt",3
"3463","jpt",2
"3464","jpt",4
"3465","jpt",3
"3466","jpt",2
"3467","jpt",2
"3468","jpt",4
"3469","jpt",3
"3470","jpt",3
"3471","jpt",3
"3472","jpt",-2
"3473","jpt",-2
"3474","jpt",1
"3475","jpt",2
"3476","jpt",1
"3477","jpt",1
"3478","jpt",-1
"3479","jpt",-2
"3480","jpt",-3
"3481","jpt",-1
"3482","jpt",-2
"3483","jpt",2
"3484","jpt",2
"3485","jpt",1
"3486","jpt",1
"3487","jpt",-1
"3488","jpt",-2
"3489","jpt",-2
"3490","jpt",1
"3491","jpt",-2
"3492","jpt",-2
"3493","jpt",-1
"3494","jpt",2
"3495","jpt",2
"3496","jpt",2
"3497","jpt",-2
"3498","jpt",-2
"3499","jpt",-2
"3500","jpt",-2
"3501","jpt",-2
"3502","jpt",-2
"3503","jpt",-2
"3504","jpt",1
"3505","jpt",1
"3506","jpt",-2
"3507","jpt",1
"3508","jpt",-2
"3509","jpt",2
"3510","jpt",1
"3511","jpt",-2
"3512","jpt",1
"3513","jpt",1
"3514","jpt",-2
"3515","jpt",-2
"3516","jpt",-2
"3517","jpt",-2
"3518","jpt",-2
"3519","jpt",-2
"3520","jpt",-2
"3521","jpt",-2
"3522","jpt",3
"3523","jpt",-1
"3524","jpt",1
"3525","jpt",2
"3526","jpt",2
"3527","jpt",-2
"3528","jpt",-3
"3529","jpt",-1
"3530","jpt",1
"3531","jpt",-1
"3532","jpt",-3
"3533","jpt",2
"3534","jpt",4
"3535","jpt",2
"3536","jpt",1
"3537","jpt",1
"3538","jpt",2
"3539","jpt",-1
"3540","jpt",1
"3541","jpt",2
"3542","jpt",1
"3543","jpt",-3
"3544","jpt",-3
"3545","jpt",-2
"3546","jpt",2
"3547","jpt",1
"3548","jpt",2
"3549","jpt",1
"3550","jpt",1
"3551","jpt",-2
"3552","jpt",1
"3553","jpt",-1
"3554","jpt",1
"3555","jpt",-2
"3556","jpt",-2
"3557","jpt",-1
"3558","jpt",-1
"3559","jpt",1
"3560","jpt",-2
"3561","jpt",2
"3562","jpt",-1
"3563","jpt",2
"3564","jpt",3
"3565","jpt",1
"3566","jpt",-1
"3567","jpt",1
"3568","jpt",2
"3569","jpt",1
"3570","jpt",1
"3571","jpt",2
"3572","jpt",2
"3573","jpt",2
"3574","jpt",-2
"3575","jpt",1
"3576","jpt",1
"3577","jpt",-3
"3578","jpt",-3
"3579","jpt",-2
"3580","jpt",2
"3581","jpt",-2
"3582","jpt",2
"3583","jpt",2
"3584","jpt",-3
"3585","jpt",-2
"3586","jpt",-3
"3587","jpt",-1
"3588","jpt",-3
"3589","jpt",-1
"3590","jpt",-3
"3591","jpt",-1
"3592","jpt",-3
"3593","jpt",1
"3594","jpt",-2
"3595","jpt",-3
"3596","jpt",-2
"3597","jpt",-1
"3598","jpt",2
"3599","jpt",-1
"3600","jpt",-4
"3601","jpt",-2
"3602","jpt",-1
"3603","jpt",-2
"3604","jpt",1
"3605","jpt",2
"3606","jpt",-2
"3607","jpt",-1
"3608","jpt",-1
"3609","jpt",-2
"3610","jpt",1
"3611","jpt",-2
"3612","jpt",-2
"3613","jpt",1
"3614","jpt",1
"3615","jpt",1
"3616","jpt",-2
"3617","jpt",-1
"3618","jpt",1
"3619","jpt",-2
"3620","jpt",1
"3621","jpt",1
"3622","jpt",-2
"3623","jpt",2
"3624","jpt",-1
"3625","jpt",-2
"3626","jpt",-3
"3627","jpt",-2
"3628","jpt",-1
"3629","jpt",-1
"3630","jpt",-1
"3631","jpt",-1
"3632","jpt",-2
"3633","jpt",1
"3634","jpt",1
"3635","jpt",1
"3636","jpt",-2
"3637","jpt",-1
"3638","jpt",-3
"3639","jpt",-2
"3640","jpt",-1
"3641","jpt",2
"3642","jpt",-2
"3643","jpt",-2
"3644","jpt",1
"3645","jpt",1
"3646","jpt",-2
"3647","jpt",-2
"3648","jpt",-2
"3649","jpt",2
"3650","jpt",-2
"3651","jpt",-2
"3652","jpt",-2
"3653","jpt",-2
"3654","jpt",-3
"3655","jpt",-2
"3656","jpt",2
"3657","jpt",2
"3658","jpt",-2
"3659","jpt",2
"3660","jpt",-1
"3661","jpt",2
"3662","jpt",2
"3663","jpt",-1
"3664","jpt",2
"3665","jpt",-2
"3666","jpt",1
"3667","jpt",-1
"3668","jpt",-2
"3669","jpt",2
"3670","jpt",-2
"3671","jpt",2
"3672","jpt",-1
"3673","jpt",-1
"3674","jpt",-2
"3675","jpt",-2
"3676","jpt",2
"3677","jpt",-1
"3678","jpt",2
"3679","jpt",2
"3680","jpt",2
"3681","jpt",3
"3682","jpt",2
"3683","jpt",-1
"3684","jpt",-2
"3685","jpt",-1
"3686","jpt",-2
"3687","jpt",-2
"3688","jpt",-3
"3689","jpt",-2
"3690","jpt",-2
"3691","jpt",-2
"3692","jpt",-2
"3693","jpt",-1
"3694","jpt",-3
"3695","jpt",-3
"3696","jpt",-3
"3697","jpt",2
"3698","jpt",-2
"3699","jpt",3
"3700","jpt",-2
"3701","jpt",2
"3702","jpt",-1
"3703","jpt",-3
"3704","jpt",-2
"3705","jpt",-2
"3706","jpt",-2
"3707","jpt",-2
"3708","jpt",1
"3709","jpt",-1
"3710","jpt",2
"3711","jpt",-2
"3712","jpt",2
